participant_id,sex,age,height_in,survey_weight
132121,female,80,61.7,38779.594
132122,female,73,63.3,35447.738
132123,male,55,61.2,53339.024
132124,female,42,60.7,140672.965
132125,female,66,64.1,30830.302
132126,male,26,70.4,131108.73
132127,male,30,73.4,38647.37
132132,female,31,60.5,23256.231
132134,female,74,63.9,17290.479
132135,male,50,67.4,41856.393
132137,male,43,67.5,69714.179
132138,female,22,68.1,82888.752
132141,female,56,168.1,27202.552
132143,female,22,64.5,62876.568
132145,female,59,62.1,55079.828
132147,female,58,63.4,17067.656
132149,male,73,72.4,40353.058
132150,male,56,71.8,39572.06
132151,female,61,61.4,57442.443
132152,male,73,68.0,15981.929
132153,male,30,71.9,20899.465
132154,male,35,67.4,68289.687
132155,female,25,63.4,20669.346
132158,female,80,61.3,19069.903
132159,male,68,66.8,23945.793
132162,female,34,67.0,16435.19
132165,male,26,68.7,63993.514
132167,female,55,58.9,33882.882
132169,male,80,64.6,48331.13
132170,female,29,61.4,90919.644
132171,female,35,65.6,20198.824
132177,male,28,71.6,20965.102
132178,male,67,67.6,23945.793
132180,female,51,64.7,15634.782
132181,male,55,72.0,12810.129
132182,male,66,69.5,22927.049
132185,female,39,62.1,14774.251
132186,female,80,59.9,29439.602
132188,female,29,64.1,48616.42
132189,male,63,70.4,34524.975
132194,male,36,71.5,14769.007
132197,female,70,59.6,20995.419
132198,female,62,65.6,14457.658
132201,female,74,60.8,26476.923
132202,female,31,64.2,69328.483
132203,male,70,64.4,20013.453
132206,male,21,63.6,203878.633
132207,male,21,69.3,53459.549
132209,male,80,67.3,30931.647
132211,female,68,60.2,18433.105
132214,male,76,68.0,14667.476
132215,female,39,61.7,38989.844
132219,male,53,64.2,115572.067
132220,male,42,72.0,43922.592
132221,male,52,70.4,37347.789
132222,male,27,68.5,30291.571
132224,female,54,65.0,32444.616
132226,male,36,71.3,37764.902
132231,male,29,68.6,25143.659
132233,male,40,68.0,25389.818
132235,male,80,68.7,27041.009
132236,female,31,63.3,17993.376
132237,male,76,70.2,25062.31
132239,male,35,67.0,30799.945
132243,female,61,60.7,28423.002
132245,female,61,62.9,34327.474
132248,male,45,69.2,95493.82
132250,male,32,69.1,101570.125
132251,male,44,72.2,33565.352
132252,male,24,66.5,20359.393
132256,female,31,64.8,21578.184
132258,male,62,68.0,67788.265
132259,male,72,73.0,18196.682
132260,female,29,64.9,59400.92
132261,male,80,66.0,58636.579
132262,female,60,62.0,14578.939
132264,male,42,67.3,26807.572
132267,female,80,67.6,69108.618
132269,male,29,72.8,73606.722
132271,female,61,62.8,19033.044
132272,male,67,69.4,17159.714
132273,female,21,69.2,30897.954
132277,female,68,66.5,30717.735
132278,male,69,69.0,44398.158
132280,female,58,62.3,35582.837
132282,female,28,60.4,39085.936
132283,male,71,72.1,14843.939
132284,female,76,63.5,24971.112
132286,male,26,69.4,48750.886
132287,male,61,70.6,15532.507
132288,male,78,68.9,27334.422
132289,female,62,61.2,9553.224
132291,male,75,66.7,18930.162
132296,female,68,60.6,20681.396
132297,female,51,63.3,16816.936
132302,female,74,65.5,28336.707
132303,male,76,172.9,20081.076
132309,female,21,64.7,53025.446
132310,female,47,61.5,18415.205
132311,male,51,68.9,94230.983
132312,female,27,67.1,100903.573
132315,male,66,63.0,31980.753
132316,female,21,64.7,43658.238
132317,male,75,61.9,28070.126
132318,female,55,63.4,61142.18
132325,male,40,66.9,60185.575
132331,male,37,71.3,51620.209
132336,female,38,58.3,120615.909
132337,female,49,61.9,42843.749
132338,male,68,71.4,16163.53
132339,female,55,63.6,10436.427
132340,male,60,68.9,26540.527
132341,female,28,63.5,127880.823
132342,female,61,62.6,52960.673
132344,male,75,67.8,26798.437
132350,female,77,58.5,22218.23
132351,female,27,61.8,32462.898
132353,male,53,73.7,46237.134
132354,female,58,67.0,17123.279
132356,male,49,55.4,36724.449
132358,female,40,63.3,19150.808
132359,male,24,72.8,86080.463
132361,male,62,67.3,28022.128
132363,female,80,60.3,26987.598
132364,male,24,67.9,152255.893
132366,female,79,154.1,22128.118
132368,male,21,70.4,79223.381
132370,male,65,66.0,68371.524
132373,female,80,65.0,52445.308
132375,male,64,71.7,38221.682
132377,male,45,66.5,30853.686
132378,male,74,66.9,10133.807
132380,female,75,59.9,39329.567
132382,male,35,68.5,37693.587
132383,female,73,63.9,37727.305
132386,female,42,62.4,23183.515
132389,female,70,60.4,38800.147
132391,male,35,70.7,37066.421
132392,male,60,68.9,8321.018
132393,female,27,68.3,19988.558
132397,female,80,63.3,54258.541
132398,male,31,68.0,24838.002
132399,female,27,60.9,28063.367
132400,female,65,66.3,18672.251
132403,male,58,63.9,37286.415
132404,male,55,66.5,61236.982
132406,male,23,64.8,21014.786
132407,female,32,64.2,106795.731
132408,male,37,73.4,74071.464
132410,male,51,66.5,88578.836
132411,female,45,60.4,72369.146
132412,female,38,64.4,36807.049
132416,male,31,67.2,31792.045
132417,female,64,63.1,28549.785
132419,female,36,66.2,21051.819
132421,male,34,68.9,59281.14
132422,female,54,62.8,40364.795
132425,female,55,68.0,14734.284
132428,male,25,68.2,52333.873
132429,male,32,69.3,56002.922
132431,female,55,69.4,27607.342
132432,female,26,63.9,68256.91
132434,female,80,61.4,52266.544
132435,male,39,67.6,51163.404
132436,female,46,63.9,19322.364
132437,male,66,64.9,31959.57
132438,male,56,75.4,9768.703
132439,male,61,69.5,68817.821
132440,male,37,64.9,110056.771
132442,male,29,70.0,66322.007
132444,female,79,62.7,15926.197
132445,female,62,64.6,30181.735
132446,female,80,64.8,21749.811
132448,female,63,60.5,41288.379
132450,male,29,72.3,48311.256
132451,male,59,65.0,47395.656
132453,male,61,68.9,45164.797
132456,male,28,70.7,56327.1
132457,male,80,60.4,22329.658
132459,male,80,67.3,19708.082
132462,female,38,63.9,18520.585
132463,male,72,70.7,10791.98
132467,male,67,69.8,20201.105
132468,female,73,62.1,41931.435
132469,male,43,72.6,45388.088
132471,female,58,64.9,14942.151
132472,female,72,61.4,33223.382
132474,female,63,67.6,14119.687
132477,male,58,70.7,38403.387
132481,male,60,66.8,30593.506
132484,female,42,66.9,15439.274
132486,female,51,67.4,95200.544
132491,male,33,70.4,16412.42
132492,male,52,63.8,118959.357
132493,male,61,67.6,42227.199
132499,male,70,68.2,18438.059
132500,female,54,62.8,54778.016
132502,male,69,63.5,25676.036
132505,female,31,63.3,39196.092
132507,female,80,64.0,39874.627
132508,female,46,61.2,25308.254
132510,male,56,66.7,51166.045
132513,female,33,59.3,49230.566
132516,male,68,67.3,21181.27
132518,female,37,64.6,49275.051
132520,female,35,66.4,68716.896
132521,male,55,70.2,30206.659
132522,female,64,155.4,64030.512
132523,female,44,61.9,50949.444
132524,male,41,68.4,63193.936
132525,male,67,68.2,26598.192
132526,female,23,67.3,149191.816
132533,male,72,72.4,51686.818
132534,female,48,64.7,16167.915
132538,male,30,64.1,40561.81
132539,male,70,64.6,17336.331
132540,male,67,64.3,22337.709
132545,male,52,77.1,43344.504
132546,male,49,73.0,73857.131
132547,male,64,67.3,26595.256
132548,female,61,63.0,16235.026
132549,male,65,68.1,24215.881
132550,female,62,60.9,13058.408
132552,female,29,61.3,28594.935
132553,female,35,64.6,34656.417
132554,female,29,59.0,53052.024
132555,female,72,61.5,22401.176
132556,female,53,61.6,12178.872
132558,male,60,66.5,31019.017
132559,female,68,65.4,14259.601
132560,female,30,62.0,22423.561
132562,female,52,64.5,63560.291
132564,male,80,63.9,17576.297
132566,male,67,70.8,8119.254
132567,male,55,68.9,36226.386
132571,female,77,64.1,44856.7
132572,male,42,68.8,72852.565
132573,female,70,67.3,39223.93
132576,male,44,67.5,33578.014
132579,female,43,61.0,34758.153
132583,male,40,72.1,102418.715
132584,female,34,63.2,20607.915
132585,female,74,61.0,13606.197
132586,female,71,63.9,38741.934
132587,male,24,73.6,70324.921
132591,female,32,63.0,32393.311
132594,female,43,63.1,34727.939
132596,female,62,62.9,12495.644
132597,male,38,71.8,27007.142
132601,female,47,63.9,44772.673
132610,female,43,60.0,48874.203
132612,male,30,70.1,91396.888
132617,male,28,73.5,165724.314
132618,male,67,69.9,40205.925
132619,female,54,60.5,70576.529
132622,male,55,67.9,74790.962
132623,female,75,62.1,16025.08
132625,male,61,74.0,48377.89
132631,female,29,65.6,109935.044
132632,female,23,63.7,63656.407
132633,female,66,69.0,56287.902
132635,male,71,69.8,15923.258
132636,female,59,65.0,71239.908
132638,female,23,63.9,89665.32
132639,male,22,69.3,132830.164
132641,male,45,74.6,37758.637
132642,male,60,74.2,20888.231
132645,female,31,63.3,98350.143
132646,female,63,66.1,25097.079
132647,male,35,67.0,14027.452
132648,male,67,67.8,44654.663
132651,male,66,69.0,16363.578
132652,female,68,60.3,29614.416
132653,male,29,70.9,92645.194
132655,female,56,65.2,41827.276
132661,male,63,69.9,44797.033
132662,male,25,73.5,21612.751
132663,female,60,60.1,14779.62
132666,female,62,66.9,18489.512
132667,female,32,64.5,72938.672
132669,male,35,72.4,185289.839
132672,female,69,62.3,20656.125
132675,female,24,65.4,29509.889
132678,male,65,68.8,8212.712
132679,female,53,62.8,35327.806
132683,male,70,172.7,17822.025
132684,female,43,61.2,40242.45
132690,female,51,63.3,81688.173
132691,female,39,65.1,60251.145
132692,male,44,62.7,19425.079
132693,male,37,67.6,40269.027
132696,female,50,62.5,49180.589
132699,female,37,67.1,12465.446
132706,female,21,61.6,122664.218
132710,female,24,63.5,19719.118
132711,male,60,68.4,29623.844
132720,female,37,56.3,63980.728
132721,male,33,66.8,57600.058
132722,male,45,72.9,53597.87
132723,male,35,70.8,58044.313
132725,male,44,69.4,10854.536
132727,female,66,64.4,18877.116
132728,female,58,66.9,8070.293
132729,male,60,65.6,64597.548
132730,female,68,64.6,18000.371
132733,female,44,60.3,25438.773
132738,male,64,68.1,7331.12
132739,male,63,69.2,21809.092
132740,male,71,66.1,20108.71
132741,female,70,63.1,15615.552
132744,male,75,67.4,18960.247
132745,female,75,60.3,11468.579
132746,female,71,60.8,15783.42
132748,male,23,66.7,63569.172
132749,female,35,64.5,17609.993
132750,female,35,62.6,59751.141
132754,female,52,62.8,59990.818
132755,female,57,64.2,91924.354
132756,male,58,66.4,143346.613
132757,female,61,68.7,19051.566
132758,female,33,62.0,23626.638
132760,male,60,71.7,6911.401
132761,female,45,65.7,16173.924
132762,female,61,61.1,25994.518
132763,male,31,68.5,86338.447
132765,male,70,64.2,25303.867
132768,female,54,61.3,20232.081
132770,female,76,64.7,12497.021
132771,male,64,74.0,6584.33
132780,female,70,63.3,42092.652
132782,female,79,63.0,23789.113
132784,female,75,63.3,28132.553
132785,female,27,64.2,50792.776
132786,male,74,68.7,15039.425
132787,male,38,70.0,227108.297
132788,male,41,71.1,62274.461
132791,male,61,74.6,36612.388
132793,male,68,68.6,28286.224
132795,female,62,62.7,16013.08
132797,male,70,69.1,11937.821
132801,male,35,68.0,72739.375
132802,male,64,66.8,43361.174
132803,male,57,72.1,14058.281
132804,female,70,64.6,23700.364
132805,female,39,59.8,15725.144
132807,female,38,66.8,18680.222
132808,male,73,68.0,10133.807
132809,male,51,69.2,52089.202
132810,female,48,64.1,53067.78
132811,female,80,56.6,62376.101
132814,female,64,60.0,42505.14
132815,male,30,71.3,95153.041
132817,female,54,63.8,16785.958
132818,female,30,63.1,34404.797
132819,male,79,70.7,27386.477
132820,male,73,70.6,12036.12
132825,male,39,66.3,56756.857
132827,male,68,69.7,21605.745
132829,male,73,191.5,10102.869
132832,female,47,61.5,22159.778
132835,female,76,65.6,16767.185
132837,male,60,66.9,44865.629
132838,female,39,63.7,103669.275
132840,male,65,66.5,23421.891
132846,female,68,60.8,20212.972
132847,female,74,62.9,14987.276
132848,female,74,61.8,43418.227
132850,female,34,61.4,107472.829
132851,female,43,67.6,30270.908
132855,female,20,62.6,65046.675
132862,male,31,67.6,30953.358
132864,female,57,63.5,33187.729
132865,male,72,68.2,19768.27
132868,female,69,59.4,27233.866
132869,male,70,68.1,19171.658
132870,male,71,65.0,21251.328
132872,female,26,63.1,42625.118
132873,male,61,69.9,40999.468
132875,male,71,67.4,18574.731
132876,male,32,73.7,113360.935
132877,male,79,70.1,18551.23
132878,male,30,64.1,26037.884
132881,female,65,63.1,26488.509
132883,female,22,67.8,39033.42
132884,male,72,69.0,22705.83
132885,male,61,67.5,19740.885
132889,female,79,61.2,35072.693
132891,female,32,63.0,91319.72
132893,male,67,67.6,25097.037
132895,male,64,65.7,22516.191
132899,male,55,69.6,28250.511
132900,male,77,66.9,23174.41
132902,female,46,65.6,16343.391
132903,male,51,67.3,22994.921
132904,female,80,62.6,25709.736
132905,female,56,61.5,34153.275
132908,female,39,63.4,49928.13
132910,female,39,58.3,18962.662
132911,male,76,63.2,16797.816
132913,female,59,68.7,17378.09
132914,female,43,62.3,55774.826
132916,female,62,67.0,17344.791
132920,female,24,64.4,30741.765
132921,male,31,71.7,48066.323
132922,female,79,61.8,64986.989
132924,male,80,69.0,36572.306
132926,female,65,62.3,42312.974
132927,male,65,69.5,7036.778
132928,male,80,69.3,19252.313
132929,female,72,58.6,30869.083
132931,male,37,69.0,133402.507
132932,female,54,65.0,14738.241
132934,male,71,60.9,33892.057
132937,female,80,64.5,40005.981
132938,male,58,68.6,64484.873
132941,female,58,61.2,42588.308
132942,male,31,72.2,74012.083
132945,male,65,71.0,25511.338
132947,male,29,71.7,28542.224
132950,male,24,71.3,55022.626
132952,female,35,62.2,133017.033
132956,female,54,65.2,42238.107
132957,male,20,65.0,72076.379
132958,female,70,63.5,23246.297
132959,male,56,68.4,29774.902
132961,female,75,61.4,16701.994
132962,female,65,66.5,13680.425
132963,female,69,63.1,8317.539
132964,female,58,63.3,86133.224
132965,female,64,63.7,27787.925
132970,female,40,61.7,40674.631
132971,female,39,60.5,18620.364
132972,female,47,65.9,33676.814
132977,female,58,63.3,40807.936
132978,male,23,68.0,36338.002
132979,male,63,72.1,40454.704
132983,female,38,67.8,57863.923
132990,female,60,66.4,14605.173
132991,female,64,64.3,25884.286
132992,female,74,61.9,32132.367
132994,female,65,66.8,15028.911
132995,female,66,63.1,26445.187
132996,male,51,69.4,109664.432
132998,male,66,63.5,9982.491
133002,male,28,67.2,75104.021
133003,male,77,68.3,19953.372
133009,male,26,70.8,35102.396
133010,female,64,63.1,24505.998
133013,female,23,69.2,48013.365
133015,female,28,63.4,29842.226
133018,female,71,61.9,14720.795
133019,female,64,66.3,21855.824
133020,female,67,62.7,26595.705
133022,male,42,66.5,37656.066
133023,female,56,59.8,18415.625
133024,female,69,64.0,26921.257
133025,male,65,70.9,61518.592
133027,male,36,67.0,62056.804
133028,female,79,63.1,20816.835
133030,female,63,65.9,37372.116
133031,female,66,61.3,28930.224
133033,female,58,66.3,128866.295
133035,female,29,65.6,42662.91
133038,female,60,62.4,20746.644
133041,female,42,67.2,64890.954
133042,male,68,64.8,20461.653
133044,female,25,63.0,35736.407
133046,female,23,68.7,21715.71
133049,female,75,60.9,18367.764
133050,male,80,63.0,33919.436
133051,female,40,62.7,103203.535
133053,male,70,73.8,27343.742
133055,male,26,69.7,24867.409
133056,female,60,171.2,48665.84
133057,female,62,65.8,44370.657
133058,female,38,66.9,165130.836
133059,male,63,68.4,27346.105
133060,male,57,71.3,37748.748
133065,male,59,64.1,115099.746
133066,female,70,60.3,40209.363
133068,female,68,65.5,11062.258
133069,female,70,62.6,17584.382
133071,female,67,61.6,35177.332
133074,female,66,67.8,18937.969
133076,male,59,68.1,96944.663
133077,male,69,72.2,78032.53
133078,male,63,72.6,17776.145
133080,male,38,70.8,57642.682
133081,male,76,65.3,22306.207
133082,female,37,58.9,43923.97
133083,male,78,65.6,22020.347
133089,female,39,64.0,29502.27
133091,female,80,56.5,21709.827
133092,male,67,69.4,86829.912
133093,female,61,60.7,15536.324
133095,female,54,63.9,62024.831
133096,male,69,66.6,11440.21
133097,female,80,64.6,18104.599
133098,male,71,70.1,8368.546
133099,female,65,59.7,10098.711
133100,female,63,65.7,21311.783
133101,male,45,70.7,12650.559
133104,female,62,63.5,17646.659
133106,female,66,66.7,58924.531
133108,male,45,69.6,108758.857
133109,female,69,59.4,37115.006
133111,female,61,62.9,23607.796
133112,male,37,70.8,18154.069
133113,female,37,68.7,36528.876
133114,male,69,69.5,12837.316
133115,female,43,63.4,80402.445
133116,male,53,67.6,17319.54
133123,male,80,68.2,21518.944
133125,male,40,71.9,70903.108
133127,female,21,67.2,133400.727
133129,female,80,59.1,94779.683
133130,female,61,61.2,19974.862
133131,female,55,64.6,60005.265
133133,male,32,68.9,48433.22
133134,male,28,70.6,31751.863
133135,male,61,70.6,11121.158
133139,male,80,66.6,56920.857
133140,female,52,64.1,16788.948
133143,female,31,66.6,41652.377
133144,male,46,70.4,70453.475
133147,female,67,64.2,11116.571
133150,female,24,65.9,33779.799
133151,female,80,59.9,60055.835
133153,male,24,72.0,31271.43
133156,male,71,65.8,15236.395
133159,female,63,63.5,26145.764
133160,male,75,72.2,12462.027
133161,female,51,64.1,136572.86
133167,male,43,176.0,84144.397
133169,female,48,64.7,12720.698
133170,female,67,160.4,12238.614
133171,male,55,69.1,117416.849
133172,male,60,74.6,41480.684
133174,male,39,69.1,45668.789
133177,male,63,64.9,16246.342
133178,female,80,156.2,91226.945
133179,male,45,68.7,91330.322
133181,female,33,63.1,100003.432
133182,male,37,76.3,102726.917
133184,male,56,70.7,51908.916
133185,male,69,69.1,37101.162
133188,female,80,61.3,54450.676
133191,female,58,65.8,38026.481
133192,female,68,64.2,24465.419
133193,male,70,68.7,9452.005
133194,female,32,59.7,17599.319
133195,male,33,63.6,30078.481
133202,male,30,75.7,123844.427
133206,female,69,60.7,17597.33
133208,male,57,66.8,72660.7
133209,female,66,63.1,17264.604
133210,male,40,74.8,128527.99
133211,male,58,73.8,19492.434
133212,female,58,67.3,12923.305
133215,male,76,67.6,33515.602
133216,female,51,65.2,34391.84
133218,male,65,70.2,56919.762
133221,male,74,69.3,36660.936
133222,female,46,60.4,122230.534
133223,female,32,60.4,20230.411
133224,female,73,64.9,18688.325
133225,female,58,62.9,7574.748
133229,female,32,63.5,77244.748
133230,male,44,67.7,54517.873
133233,female,65,59.4,7869.009
133234,female,38,63.6,30147.968
133235,male,36,70.6,55208.236
133236,male,60,72.3,33008.663
133243,female,44,63.5,54071.153
133246,female,62,64.6,15515.499
133249,male,41,72.2,19227.254
133250,female,57,65.1,53850.881
133251,male,68,70.9,38094.642
133255,male,52,70.1,39224.604
133261,female,79,63.5,36936.968
133262,female,21,65.8,57218.029
133263,male,34,71.3,59638.106
133265,male,55,72.5,81837.311
